job_title,job_skills,cleaned_skills
Enterprise Risk Management Data Specialist,"Risk Quantification, Data Analysis, Data Visualization, Machine Learning, Natural Language Processing, Statistical Analysis, Data Wrangling, Data Cleaning, Data Validation, Risk Management, Business Intelligence, Tableau, Power BI, SAS VA, Microsoft PowerPoint, Minitab, JMP, Stata, QI Macros, Alteryx, SAS Enterprise Miner, Python, SQL, R, Hadoop, Spark, AWS, Azure, GCP, Data Science, Business Analysis, Risk Mitigation, Risk Measurement, Risk Assessment, Risk Modelling, Risk Reporting, Risk Communication, Data Governance, Data Quality, Data Integrity, Data Security, Data Privacy, Data Ethics, Data Literacy, Presentation Skills, Communication Skills, Leadership Skills, Teamwork Skills, ProblemSolving Skills, Critical Thinking Skills, Analytical Skills, Research Skills, SelfLearning Skills, Bachelor's Degree, Master's Degree, PhD, 5+ years of experience in data wrangling analysis and visualization, 3+ years of experience in a healthcare setting, Experience building analytics for a new team, Experience with risk or actuarial analysis, Computer Science, Engineering, Mathematics, Statistics, Actuarial Science, Economics, Physics, Chemistry, Healthcare Operations, Risk Management","aws, azure, gcp, hadoop, machine learning, power bi, python, spark, sql, tableau"
BUSINESS ANALYTICS AND DATA AUTOMATION ANALYST,"OneStream, RPA, Financial Analysis, Operational Analysis, Business Presentations, Project Management, Microsoft Office Suite, Excel, PowerPoint, Microsoft Applications, Accounting, Financial Statements, PowerPoint, Power BI, Tableau, Data Visualization, Business Strategy, Time Management, Organizational Skills, Accounting Principles","excel, power bi, rpa, tableau"
Lead Machine Learning Engineer,"Machine Learning, Software Development, Statistical Modeling, Scala, Python, Java, Spark, AWS, Azure, Google Cloud Platform, Tensorflow, PyTorch, Dask, Scikitlearn, Cloud Computing, Big Data, Agile Methodology, Continuous Integration, Continuous Deployment, Data Pipelines, Data Gathering, Data Preparation, Data Analysis, MLOps, Model Training, Model Tuning, Model Validation, Model Deployment, Responsible AI, People Leadership, Technical Writing, Presentations, Research","agile, ai, aws, azure, google cloud, java, machine learning, python, pytorch, spark, tensorflow"
Data Specialist 2,"Data Specialist, System Administration, Database Management, Data Entry, Data Security, Data Training, Data Reporting, Data Import, Dispatching, Phone Communications, Computerized Maintenance Programs, WebTMA, High School Diploma, 2 Years' Experience, Microsoft Office, SQL",sql
Junior Data Engineer,"Data Engineering, Data Infrastructure, Processing Pipelines, Analytical Systems, Data Science, Python, Java, Scala, Apache Spark, Apache Flink, SQL, Relational Databases, NoSQL Databases, AWS, Azure, GCP, Cloud Platforms, Hadoop, Hive, HBase, Docker, Kubernetes, Git, Version Control Systems, Machine Learning, Data Science Concepts, ProblemSolving Skills, Attention to Detail, Communication Skills, Collaboration Skills, Bachelors Degree, Masters Degree, Computer Science, Data Science, Information Technology","apache, aws, azure, docker, gcp, git, hadoop, hive, java, kubernetes, machine learning, python, spark, sql, version control"
Sourcing Analyst (Data Analytics),"Office 365 (Outlook PPT Word), Excel, Data Analysis, Problem Solving, Communication, User Training, Training Manual Creation, Root Cause Analysis, Oracle ERP, Business Experience, College Degree","excel, oracle"
"Sr Solutions Analyst, Data Services","Data Warehousing, SAP HANA, Oracle EBS, SAP, SQL, Microsoft Power BI, Analysis for Office, Tableau, Excel, Business Analysis, Technical, Problem Solving, Communication","excel, oracle ebs, power bi, sap, sql, tableau"
Principal Data Consultant,"Cloud computing, Security, Governance, Compliance, Configuration management, Automation, Data management, AWS, Google Cloud Platform, Microsoft Azure, Amdocs, Data, AI, Data governance, Business development, People management, Relationship development, Delivery, Program management, Player/coach model, Team leadership, Coaching, Motivation, Conflict resolution, Brainstorming, Idea generation, Culture creation, Mentoring, Talent assessment, Recruitment, Onboarding, Knowledge sharing, Community building, Process improvement, Documentation creation, Learning and development, Teaching, Best practices, Data playbooks, Global conferences, Speaking engagements, Thought leadership, White paper writing, Case studies, Cloud solutions, Presales activities, Market research, Client demand analysis, Work plan creation, Project management, Program management, Client management, Technical expertise, Consulting, Enterprise architecture, Influence, Innovation, Facilitation, Scoping, Design, Sprint planning, Geographically dispersed teams, Organisational thinking, Thought leadership, Evangelism, Security, Compliance, TOGAF, Python, Spark, R, Airflow, dbt, Data observability, Data lineage, Data quality, Data alerting, Data transformation design, Data pipeline design, Cloud data warehousing, Snowflake, Databricks, Azure Data, Redshift, Database experience, Oracle, SQL Server, MySQL, PostgreSQL, Test automation, Communication, Documentation, Travel, Collaboration, Inclusion, Diversity, Equity, Accommodation","ai, aws, azure, google cloud, mysql, oracle, postgresql, python, spark, sql server"
"Associate Director, Study Data Manager","Data Management, GCP, GCDMP, Clinical Databases, EDC (Electronic Data Capture), Query Management, Communication, Interpersonal Skills, ProblemSolving, Conflict Resolution, Global Teams, Attention to Detail, Accuracy, Data Integrity, Data Quality, Data Standards (CDISC), CRF Design, Database Development, Data Handling, Reporting, SQL, 4GL, VBA, R, Clinical Data System Design, Development, Validation, System Interoperability, Project Management, Leadership, Collaboration, Mentoring, Teamwork, Cultural Awareness, Diversity, Inclusion, People Management","gcp, sql"
Sr. Data Analyst,"Data Analysis, Data Visualization, Data Interpretation, Data Quality, Data Integration, Data Cleaning, Data Mining, Reporting, Business Intelligence, Communication, Analytical Thinking, Problem Solving, Research, Microsoft Excel, Microsoft Power BI, SQL Database","excel, power bi, sql"
"Lead Software Engineer, Full Stack (Enterprise Data)","Software Engineering, Team Leadership, Project Management, Python, Go, AWS, Apache Airflow, Apache Spark, Data Management, Regulatory Compliance, Data Architecture, Data Transformation, Cloud Computing, Agile Development, OpenSource Frameworks, Presto, Snowflake, People Management","agile, apache, apache airflow, aws, go, python, spark"
Senior Data Scientist,"Machine learning, Artificial intelligence, Natural language processing, Deep learning, Python, R, SQL, Statistics, Data warehousing, Data mining, Data visualization, Communication, Presentation skills, Leadership, Problemsolving, Teamwork, Research, Continuous learning, Time management, Project management, Hadoop, Spark, Hive, TensorFlow, Keras, PyTorch, Pandas, NumPy, Matplotlib, Seaborn, Scikitlearn","artificial intelligence, deep learning, hadoop, hive, machine learning, python, pytorch, spark, sql, tensorflow"
Principal Data Consultant,"AWS, Azure, Google Cloud Platform, Oracle, SQL Server, MySQL, PostgreSQL, Airflow, Dbt, Snowflake, Databricks, Redshift, TOGAF, Python, Spark, R, Data lineage, Data observability, Data quality, Data alerting, Data transformation, Data pipeline, Cloud data warehousing, Database, Test automation, DevOps, CI/CD, Agile, Scrum, Git, Jira, Confluence, AWS CloudFormation, AWS Serverless, AWS Lambda, AWS DynamoDB, AWS S3, Azure DevOps, Azure Active Directory, Azure Cosmos DB, Azure SQL Database, Google Cloud Storage, Google Cloud BigQuery, Google Cloud Datastore, Microsoft Power BI, Tableau, Python, GO, SQL, NoSQL, Java, C++","active directory, agile, aws, azure, c++, ci/cd, confluence, git, go, google cloud, java, jira, mysql, oracle, postgresql, power bi, python, scrum, spark, sql, sql server, tableau"
"Junior Data Engineer (SQL, Azure Data Factory, PowerApps, C#)","Data Engineering, SQL, Data Analysis, Visualization, Data Modeling, Data Management, Data Transformation, Distributed Cloud Service Technologies, Performance Monitoring Protocols, Data Governance, Compliance, Build and Release (CICD) Automation, YAML, Azure DevOps, C# Coding and Debugging Skills, Azure Data Lake, Azure Data Factory, CosmosDB, Azure Data Explorer, PowerApps, Azure Synapse, Redis","azure, c#, data modeling, redis, sql"
Data Developer - Onsite,"Data Architecture, Data Pipelines, Data Engineer, Data Developer, SQL, Azure, Big Data, Data Analytics, Data Scientist, Data Structures, Metadata, Dependency Management, Workload Management, Cloud Computing, DevOps, CI/CD, Data Processing, Data Extraction, Message Queuing, Stream Processing, Data Stores, Project Management, Organizational Skills, CrossFunctional Collaboration, ComputerBased Work, SQL Server, Oracle, Progress, CosmosDB, DynamoDB, Cassandra, MongoDB, C#, Python, Java, JavaScript, Azure Data Bricks, Azure Synapse, Azure Data Factory","azure, c#, cassandra, ci/cd, java, javascript, mongodb, oracle, python, sql, sql server"
Data Engineer,"Data Engineer, PowerBI, Microsoft Dynamics 365 F&O, Azure BYOD, Insights JET, OmniAnalytics, Data mapping, System and data quality assurance, MS SQL queries, Azure Data Studio, Microsoft PowerBI dashboard development, Tabular Editor, Degree in computer systems design or computer science, Business and technical requirements analysis, Data modeling","azure, data modeling, microsoft dynamics 365, ms sql"
Enterprise Data Modeler- Need local candidates,"Conceptual data modeling, Data modeling, Logical data modeling, Physical data modeling, Data visualization, Business intelligence, Data integration, SOA, MDM, Data profiling, Data analysis, Data reconciliation, Data deduplication, Data governance, Data quality, Data completeness, Data redundancy, Data capacity planning, Data life cycle management, Data duration, Data usage requirements, Feasibility studies, ERWIN tool, NIEM model",data modeling
Data Engineer,"Data Engineering, Azure, Spark, Kubernetes, MongoDB, Cloud Computing, Data Pipelines, Data Storage, Data Processing, Data Analytics, Data Transformations, Containerization, Data Integration, ETL, Data Quality, Collaboration, Communication, Scalability, Security, Performance Tuning, Best Practices","azure, etl, kubernetes, mongodb, spark"
"PCTE Technical Operations, Data Center/Cloud Applications Installation Technician","DoD 8510 RMF, Cyber range operations, DoD 8570 IAT Level II certification, Security+, CISSP, Linux, RedHat, L2/L3 networking, Routing, Switching, VPN, VLAN, Cisco, VMware, vCenter, Kubernetes, Data center, Cloud environments, Virtualization, Containerization, Command line tools, Scripts, Automation, Administration, Data collection, Reporting, Debug, Deploy, Sustain, Installation, Configuration, Testing, Troubleshooting, Problem solving, Communication, Interpersonal skills, Email, Slack, Jira, Confluence, PowerPoint, Word, Excel, Visio, Microsoft Office Suite, Bachelor's degree in IT computer science or software systems engineering, 3 years of relevant work experience, U.S. Citizenship status, Active SECRET security clearance, Ability to obtain a TOP SECRET security clearance, Ability to lift and move moderate amounts of weight","cisco, cissp, confluence, excel, jira, kubernetes, linux, vlan, vmware, vpn"
Data Engineer,"Data Engineering, Database Schema Design, Query Optimization, Horizontal Scaling, Backup and Replication, SQL, Python, Bash Scripting, Cloud Database Services (AWS RDS), Database Documentation, Database Maintenance, Aid Query Development, Aid Performance Optimization, Oversee Backup Processes, Onsite 5 days a week in New York City","aws, bash, python, sql"
Data Engineer,"Database concepts, SQL querying, AWS Big data services (Glue Athena Redshift Lake formation Lambda), Python code, CDK, ETL, Oracle EBS, Agile PLM data, Data pipeline","agile, aws, etl, oracle ebs, python, sql"
Datawarehouse Developer/BI Developer,"SQL, Oracle, SQL Server, Data analysis, Data transformation, Data mapping, Data extraction, Data architecture, Microsoft Power BI, Data visualization, Dashboards, Report generation, Data warehousing, Data mining","oracle, power bi, sql, sql server"
Lead Data Engineer,"Big Data, Cloud Computing, Data Analytics, Data Architecture, Data Exploration, DevOps, Python, SQL, Hadoop, Spark, Snowflake, Azure, GCP, AWS, Airflow, Azure Data Factory, Kafka, REST API, Microservices, Kubernetes, AKS, Docker, Coding Standards, Code Reviews, Mentoring, Agile","agile, aws, azure, docker, gcp, hadoop, kafka, kubernetes, microservices, python, rest api, spark, sql"
