job_title,job_skills,market_source,cleaned_skills,job_category
Sr. Data Engineer,"Data Warehousing, Data Engineering, Data Analysis, Data Management, Data Quality, Data Integration, Data Profiling, Data Pipelines, Data Modeling, Cloud Computing, SQL, Python, Snowflake, DBT, Azure, AWS, Agile, Jira, Confluence, Git, Azure DevOps, Business Analysis, Highlevel Technical Design, Continuous Integration, Testdriven Development, Production Deployment Frameworks, Automated Workflows, Routines, Workflow Scheduling Tools, Data Marts",Global,"agile, aws, azure, confluence, data modeling, git, jira, python, sql",Data Engineer
Data Engineer II,"Cloud design principles, Data pipelines, Cloud data platforms, AI toolsets, Technical solutions, Technical documentation, Architecture diagrams, Internal process improvements, Datarelated technical issues, Azure Data Lake store, Blob Storage, VMs, Data Factory, SQL Data Warehouse, Azure Databricks, Batch and realtime data pipelines, Data processing frameworks, Computer Science, Mathematics/Statistics, Data Engineering, Scripting languages, Data transformation and aggregation tools, Data analysis, Data profiling, Cloud platforms/technologies, Azure ADF, Databricks, ADLS, PowerShell, Python, R, Java, Scala, Big Data tools, Hive, Spark SQL, Delta Lake, ETL technologies, SQL, Stored procedures, Dev/Ops, Power Apps, Insurance Industry Experience, Azure Databricks platform, Deltalake, Unity Catalog",Global,"ai, azure, data warehouse, etl, hive, java, power apps, powershell, python, spark, sql",Data Engineer
"Data Analyst (Bangkok Based, relocation provided)","Data Analysis, SQL, Data Analytics, Data Mining, Data Science, Python, Tableau, Analytical Skills, Data Visualization, Databases, Business Analysis, Business Intelligence (BI), Microsoft SQL Server, Machine Learning, Statistics, Microsoft Power BI, Java, Finance, Data representation, Data mining, Programming languages, Software, Concepts, Exposure to data analysis package, Proficiency in Excel",Global,"excel, java, machine learning, power bi, python, sql, sql server, tableau",Data Analyst
Senior Data Engineer (Remote),"Data engineering, Data science, Data curation, Data modeling, Azure data factory, SQL, TSQL, Data lineage, Data anonymization, ISO 9001, ISO 27001, CDISC, FHIR, OMOP, MS Office applications",Global,"azure, data modeling, iso 27001, sql",Data Engineer
Data Engineer IV,"Python, Redshift, Lake Formation, Postgres, MySQL, DocumentDB, Terraform, Kafka Streams, Flink, EMR, AWS Solution Architect, Data Specialty certification, Computer Science, Engineering, Concourse, Java, Data Warehouse",Global,"aws, data warehouse, java, kafka, mysql, python, terraform",Data Engineer
Senior Big Data Engineer,"Big Data, SQL, NoSQL, Postgres, Teradata, Netezza, CosmosDB, Python, Java, JSON, Avro, Parquet, Hadoop, Spark, Kafka, Message Queuing, Data Stores, Airflow, SAFe Agile, Tamr, Trifacta, Azure, GCP, Stream Processing",Global,"agile, azure, gcp, hadoop, java, kafka, python, spark, sql",Data Engineer
Associate Senior Data Analyst and Reporting Specialist,"Data processing, Statistical analysis, Advanced programming, PowerPoint, Power BI, Rosetta Studio, Decipher, XML, HTML, Python, WinCross, Salesforce, Microsoft Office, Quality management, Attention to detail, Critical thinking, Communication",Global,"html, power bi, python, salesforce",Data Analyst
Decision Support Data Analyst,"Data Analytics, Data Warehousing, Data Visualization, Business Intelligence, Data Analysis, Data Manipulation, Statistical Tools, Key Performance Indicators (KPIs), Data Integration, BigQuery, Google Data Studio, Google Analytics, Python, R, ETL Processes, Data Modeling, Data Cleaning, Data Mining, Machine Learning, Data Governance, Data Security, Data Privacy, Data Ethics, DataDriven Decision Making, Communication Skills, Teamwork, Creativity, ProblemSolving Skills, Attention to Detail, Analytical Skills, Technical Expertise, Database Systems, API Integration, Cloud Computing, Data Architecture, Data Engineering, Data Quality, Data Storage, Data Management, Data Exploration, Data Interpretation, Data Presentation, Reporting",Global,"data modeling, etl, google analytics, machine learning, python",Data Analyst
Senior Machine Learning Engineer,"Python, Scala, Java, scikitlearn, PyTorch, Dask, Spark, TensorFlow, AWS, Azure, Google Cloud Platform, Distributed file systems, Multinode database paradigms, Open source ML software, Data gathering, Data preparation",Global,"aws, azure, google cloud, java, python, pytorch, spark, tensorflow",AI / Machine Learning Engineer
Data Software Engineer,"Software Engineering, Apache Spark, Apache Storm, Amazon Web Services, Apache Kafka, Distributed Systems, Data Analytics Platform, Java, Scala, SQL, Relational Stores, Columnar/NoSQL Stores, Distributed Processing Engines, Distributed Queues, Large Data Sets, AWS, Git, Data Warehousing, Troubleshooting, Financial/Insurance",Global,"apache, aws, git, java, kafka, spark, sql",Backend Developer
Senior Data Engineer,"Cloud Data, Big Data, Data Engineering, Data Governance, Data Modelling, Data Pipelines, Data Ingestion, Data Transformation, Data Profiling, Data Assurance, Data Warehousing, ETL Programming, Streaming, Performance Tuning, Traditional Infrastructure, Data Migration, SQL, Oracle, SAP, Office One Drive, SharePoint, Data Warehouses, Data Marts, Cloud Environments, Python, PySpark, Azure Data Lake Storage Blob, Gen1, Gen2, DBFS, Autoloader, Delta Live Tables, Delta Format Files, Azure Databricks, Azure Data Factory, Azure Synapse Analytics, Event Grid, Azure Cosmos, Azure SQL, Azure HDInsight, Azure DevOps, CI/CD, Hadoop, HDFS, Spark, Hive, Phoenix, HBase, Scala, Kafka, Oozie, Yarn, Linux/Unix Shell Scripting, Agile Software Development Methodologies, TDD, Scrum, Sprints, Peer Programming, Agile Project Management, Code Collaboration Tools, GitHub, Jenkins, Nexus, Azure Repos, Team Collaboration Tools, Confluence, Jira, Micro Services, Container, Serverless Technologies, Docker, Kubernetes, Infrastructure as Code, Terraform",Global,"agile, azure, ci/cd, confluence, docker, etl, github, hadoop, hive, jenkins, jira, kafka, kubernetes, linux, oracle, python, sap, scrum, sharepoint, spark, sql, tdd, terraform",Data Engineer
Sr. Data Engineer,"Data Warehouse Architecture, Data Modeling, ETL Processing, Analytical Solutions, Confluent Kafka, Kinesis, Glue, Lambda, Snowflake, SQL Server, Python/PySpark, Data Profiling, Process Flow, Metric Logging, Error Handling, AWS Expertise, Kinesis, Glue (Spark), EMR, S3, Lambda, Athena, Streaming Services, Confluent Kafka, Spring Framework, Java, SQL, NoSQL, Stored Procedures, Dimensional Data Modeling, PySpark, Java",Global,"aws, data modeling, data warehouse, etl, java, kafka, python, spark, sql, sql server",Data Engineer
Senior Data Engineer,"Data Engineering, Data Architecture, Data Management, Cloud Computing (AWS GCP), Data Lakes, Information Governance Suites, Python, ETL Tools, Data Modelling, Metadata Driven Solutions, Databricks, CI/CD Tooling, API Development, Leadership, Mentoring, Agile Development, Jira, Confluence, Data Strategy, Data Quality, Data Science, Data Pipelines, Data Integration, Data Analysis, Data Warehousing, Data Visualization",Global,"agile, aws, ci/cd, confluence, etl, gcp, jira, python",Data Engineer
Senior Lead Data Engineer,"Distributed data and computing tools, MapReduce, Hadoop, Hive, EMR, Kafka, Spark, Gurobi, MySQL, UNIX, Linux, Basic commands, Shell scripting, Agile engineering practices, Java, Scala, Python, SQL, NoSQL implementation, Mongo, Cassandra, Data warehousing, Redshift, Snowflake, Open Source RDBMS, Cloud based data warehousing services, AWS, Microsoft Azure, Google Cloud, Machine learning, Distributed microservices, Agile teams, Digital product managers, Unit tests, Cloud computing",Global,"agile, aws, azure, cassandra, google cloud, hadoop, hive, java, kafka, linux, machine learning, microservices, mysql, python, spark, sql",Data Engineer
Data Engineer III,"Machine Learning, Data Curation, Algorithm Development, Active Learning, Data Annotation, Metadata Management, Annotation Tools, Machine Learning Tools",Global,machine learning,Data Engineer
Data Analyst,"SQL queries, Data analysis, Business analysis, Palantir Foundry, Communication, Microsoft Excel, Business requirements and specifications, Data visualization tools, Power BI, Tableau, Consulting",Global,"excel, power bi, sql, tableau",Data Analyst
Senior Data Analyst,"Data Analysis, Capacity and Resource Management, Business Intelligence Tools and Techniques, Visualisation, Automation, SelfService, Data Quality and Integrity, PowerBI, SQL, IT Sector, Higher Education Sector, Collaboration",Global,sql,Data Analyst
Business Data Analyst - I (839950),"Data Analysis, Microsoft Office (Excel), SQL Coding, Access, Asset Management, Project Management, Monthly Invoicing, Billing Issue Resolution, Contract Review, Lookup Formulas, Action Item Tracking, Collaboration, Matrixed Organization, Fastpaced Environment, Bachelor's Degree (or 4+ years of experience)",Global,"excel, sql",Data Analyst
eDiscovery Data Analyst,"eDiscovery, Data Analysis, Data Collection, Data Preservation, Data Extraction, Litigation, Public Records Requests, eDiscovery Data Management, Technical Support, Troubleshooting, Boolean Search, PowerShell, Scripting, Active Directory, Exchange Admin Console, Security & Compliance Center, Microsoft Security and Compliance Center for Office 365, Exchange 2013 eDiscovery, Electronic Discovery Reference Model (EDRM), Project Management, Communication, Documentation, Time Management, Confidentiality, Teamwork",Global,"active directory, powershell",Data Analyst
Senior Data Engineer (Van),"Data Engineering, Data Pipeline Development, Database Management, Data Warehouse Development, AWS Infrastructure, Data Modeling, Performance Optimization, Collaboration, Python, Java, Scala, SQL, AWS Services, Data Warehousing, ProblemSolving, Communication, Computer Science, Information Technology, Experience in Data Engineering, Programming, Software Development, DevOps, Agile, Scrum, Git, GitHub, Jenkins, NxCloud, Terraform, Pulumi, IaC, Jest, Cypress, nock, JUnit, Spock, Mockito",Global,"agile, aws, cypress, data modeling, data warehouse, git, github, java, jenkins, python, scrum, sql, terraform",Data Engineer
"Staff Machine Learning Engineer, Series A","Productiongrade Machine Learning models, Programming (Python), Scientific and deeplearning stack (numpy pandas numba torch tensorflow jupyter), Deeplearning models, ML model efficiency optimization, Cloud services (GCP AWS Azure), Experiment tracking and reproducibility tools (MLFlow WandB DataBricks etc), Sprint management, Agile methodologies, Peerreviewed AI journals, FDA approvals for a softwareasamedical device (SaMD)",Global,"agile, ai, aws, azure, gcp, machine learning, python, tensorflow",AI / Machine Learning Engineer
BI Data Analyst,"Data Analytics, Tableau, SQL, Python, Statistics, Mathematics, Computer Science, Data Exploration, Data Presentation, Programming, Microsoft SQL, SAP, CRM, ERP, Medical Device Development, Medical Device Manufacturing, Data Visualization, Business Requirements, Data Analysis, User Documentation, Business System Integrations, Data Monitoring, Data Refinement, Functional Testing, Regression Testing, Usability Testing, Mathematics, Problem Solving, Team Work, Communication, Bachelor's Degree",Global,"python, sap, sql, tableau",Data Analyst
"Data Analyst (Bangkok Based, relocation provided)","data representation, data analysis, SQL, data analytics, analytics, python (programming language), data mining, data science, r (programming language), tableau, analytical skills, data visualization, databases, business analysis, business intelligence (bi), microsoft SQL server, machine learning, statistics, microsoft power bi, java, pandas (software), artificial intelligence (ai), information technology",Global,"ai, artificial intelligence, java, machine learning, power bi, python, sql, sql server, tableau",Data Analyst
Senior Data Engineer (Client Solutions),"Big Data, Cloud computing, Spark ETL, Scala, Databricks, SQL development, Performance management, Capacity management, Technical lead, Application architecture, Integration architecture, Security architecture, Business requirements, Reliability, Scalability, Performance, Availability, Software development, Agile development, Code reviews, Unit testing, Junior talent development, Hadoop, Hive, HDFS, Kafka, Spark Streaming, Git, IDEs, Maven, SBT, Airflow, Autosys, Oozie, Cron, Docker, Kubernetes, Cloud environment, Microsoft certifications, Azure Administrator Associate, Azure Solutions Architect Expert, Azure Database Administrator Associate, Azure AI Engineer Associate, Azure Data Scientist Associate, Azure Data Engineer Associate, Data Analyst Associate, Customer Data Platform Specialty, Azure Cosmos DB Developer Specialty, Problemsolving, Communication skills, Collaboration, University degree, STEM discipline, Computer Sciences, Electrical Engineering, Computer Engineering, Software Engineering, Mathematics",Global,"agile, ai, azure, docker, etl, git, hadoop, hive, kafka, kubernetes, spark, sql",Data Engineer
